bin1_start_0based	bin2_start_0based	observed_count
4857000	4886000	1
4869000	4886000	2
4879000	4886000	1
4880000	4886000	1
4881000	4886000	1
4882000	4886000	6
4883000	4886000	3
4884000	4886000	6
4885000	4886000	36
4886000	4886000	29
4834000	4887000	2
4850000	4887000	1
4856000	4887000	2
4864000	4887000	1
4868000	4887000	2
4873000	4887000	1
4878000	4887000	1
4880000	4887000	1
4881000	4887000	1
4882000	4887000	2
4884000	4887000	2
4885000	4887000	8
4886000	4887000	14
4887000	4887000	16
4814000	4888000	1
4822000	4888000	1
4825000	4888000	1
4848000	4888000	1
4851000	4888000	1
4868000	4888000	1
4872000	4888000	1
4876000	4888000	1
4878000	4888000	1
4882000	4888000	1
4883000	4888000	1
4884000	4888000	1
4885000	4888000	9
4886000	4888000	3
4887000	4888000	10
4888000	4888000	28
4815000	4889000	1
4823000	4889000	1
4843000	4889000	1
4865000	4889000	1
4868000	4889000	2
4869000	4889000	2
4874000	4889000	2
4875000	4889000	1
4879000	4889000	1
4883000	4889000	2
4884000	4889000	1
4885000	4889000	2
4886000	4889000	5
4887000	4889000	2
4888000	4889000	16
4889000	4889000	28
4828000	4890000	1
4829000	4890000	1
4851000	4890000	1
4866000	4890000	1
4867000	4890000	1
4869000	4890000	1
4883000	4890000	2
4885000	4890000	5
4888000	4890000	7
4889000	4890000	23
4890000	4890000	25
4813000	4891000	2
4829000	4891000	1
4855000	4891000	1
4865000	4891000	1
4868000	4891000	1
4873000	4891000	1
4875000	4891000	1
4878000	4891000	1
4884000	4891000	1
4885000	4891000	3
4886000	4891000	2
4887000	4891000	3
4888000	4891000	3
4889000	4891000	9
4890000	4891000	14
4891000	4891000	37
4825000	4892000	1
4831000	4892000	1
4869000	4892000	2
4870000	4892000	1
4871000	4892000	2
4874000	4892000	2
4876000	4892000	4
4878000	4892000	1
4879000	4892000	1
4880000	4892000	1
4881000	4892000	2
4884000	4892000	2
4885000	4892000	4
4886000	4892000	3
4888000	4892000	1
4889000	4892000	5
4890000	4892000	1
4891000	4892000	22
4892000	4892000	27
4819000	4893000	1
4826000	4893000	1
4856000	4893000	2
4879000	4893000	1
4880000	4893000	1
4881000	4893000	1
4882000	4893000	1
4884000	4893000	2
4885000	4893000	1
4886000	4893000	1
4888000	4893000	2
4889000	4893000	2
4890000	4893000	3
4891000	4893000	9
4892000	4893000	20
4893000	4893000	31
4812000	4894000	1
4829000	4894000	1
4835000	4894000	1
4850000	4894000	1
4856000	4894000	1
4867000	4894000	1
4871000	4894000	1
4874000	4894000	1
4883000	4894000	1
4884000	4894000	1
4885000	4894000	1
4887000	4894000	1
4889000	4894000	4
4890000	4894000	1
4891000	4894000	4
4892000	4894000	3
4893000	4894000	18
4894000	4894000	31
4814000	4895000	1
4819000	4895000	1
4834000	4895000	2
4874000	4895000	1
4879000	4895000	2
4881000	4895000	1
4882000	4895000	1
4885000	4895000	2
4886000	4895000	1
4887000	4895000	1
4889000	4895000	1
4890000	4895000	2
4891000	4895000	4
4892000	4895000	2
4893000	4895000	4
4894000	4895000	22
4895000	4895000	32
4803000	4896000	1
4831000	4896000	1
4861000	4896000	1
4867000	4896000	1
4868000	4896000	2
4871000	4896000	1
4875000	4896000	1
4877000	4896000	1
4884000	4896000	2
4885000	4896000	2
4889000	4896000	1
4890000	4896000	2
4891000	4896000	2
4892000	4896000	1
4893000	4896000	2
4894000	4896000	8
4895000	4896000	17
4896000	4896000	41
4825000	4897000	1
4827000	4897000	1
4830000	4897000	1
4832000	4897000	1
4867000	4897000	1
4868000	4897000	1
4869000	4897000	2
4871000	4897000	2
4883000	4897000	1
4887000	4897000	1
4889000	4897000	1
4891000	4897000	3
4892000	4897000	1
4893000	4897000	1
4894000	4897000	4
4895000	4897000	8
4896000	4897000	27
4897000	4897000	18
4812000	4898000	1
4813000	4898000	1
4814000	4898000	2
4820000	4898000	1
4821000	4898000	1
4822000	4898000	2
4827000	4898000	1
4828000	4898000	1
4829000	4898000	1
4831000	4898000	1
4833000	4898000	2
4835000	4898000	1
4836000	4898000	1
4839000	4898000	1
4847000	4898000	1
4848000	4898000	1
4853000	4898000	1
4854000	4898000	2
4860000	4898000	1
4867000	4898000	2
4868000	4898000	4
4869000	4898000	1
4871000	4898000	1
4872000	4898000	1
4873000	4898000	2
4876000	4898000	1
4877000	4898000	1
4878000	4898000	1
4879000	4898000	1
4882000	4898000	2
4883000	4898000	2
4884000	4898000	1
4885000	4898000	4
4886000	4898000	5
4887000	4898000	1
4888000	4898000	2
4889000	4898000	1
4890000	4898000	1
4891000	4898000	3
4892000	4898000	7
4893000	4898000	4
4894000	4898000	8
4895000	4898000	6
4896000	4898000	15
4897000	4898000	54
4898000	4898000	122
4807000	4899000	1
4810000	4899000	1
4811000	4899000	1
4814000	4899000	1
4819000	4899000	2
4820000	4899000	1
4829000	4899000	1
4834000	4899000	2
4852000	4899000	2
4853000	4899000	2
4857000	4899000	2
4864000	4899000	1
4867000	4899000	1
4868000	4899000	5
4871000	4899000	1
4874000	4899000	3
4876000	4899000	1
4878000	4899000	1
4879000	4899000	1
4882000	4899000	1
4884000	4899000	1
4885000	4899000	2
4886000	4899000	2
4889000	4899000	3
4890000	4899000	3
4891000	4899000	2
4892000	4899000	1
4893000	4899000	6
4894000	4899000	3
4895000	4899000	1
4896000	4899000	10
4897000	4899000	16
4898000	4899000	89
4899000	4899000	86
4803000	4900000	1
4811000	4900000	1
4824000	4900000	1
4855000	4900000	1
4861000	4900000	1
4869000	4900000	1
4870000	4900000	1
4871000	4900000	1
4873000	4900000	2
4874000	4900000	1
4876000	4900000	2
4883000	4900000	1
4888000	4900000	1
4891000	4900000	2
4894000	4900000	1
4895000	4900000	1
4896000	4900000	1
4897000	4900000	5
4898000	4900000	24
4899000	4900000	42
4900000	4900000	30
4830000	4901000	1
4865000	4901000	2
4869000	4901000	1
4870000	4901000	1
4881000	4901000	1
4886000	4901000	1
4891000	4901000	1
4892000	4901000	1
4894000	4901000	1
4897000	4901000	1
4898000	4901000	7
4899000	4901000	13
4900000	4901000	9
4901000	4901000	10
4825000	4902000	1
4835000	4902000	1
4867000	4902000	1
4868000	4902000	3
4869000	4902000	2
4879000	4902000	1
4880000	4902000	1
4888000	4902000	2
4891000	4902000	1
4893000	4902000	1
4894000	4902000	3
4895000	4902000	1
4897000	4902000	4
4898000	4902000	8
4899000	4902000	15
4900000	4902000	14
4901000	4902000	20
4902000	4902000	41
4866000	4903000	1
4872000	4903000	1
4879000	4903000	1
4884000	4903000	1
4892000	4903000	1
4893000	4903000	1
4894000	4903000	1
4896000	4903000	2
4898000	4903000	11
4899000	4903000	6
4900000	4903000	3
4901000	4903000	2
4902000	4903000	36
4903000	4903000	31
4804000	4904000	2
4813000	4904000	1
4843000	4904000	1
4846000	4904000	1
4849000	4904000	1
4864000	4904000	1
4866000	4904000	1
4867000	4904000	2
4868000	4904000	2
4870000	4904000	2
4871000	4904000	2
4875000	4904000	2
4880000	4904000	1
4883000	4904000	1
4886000	4904000	1
4891000	4904000	1
4893000	4904000	2
4894000	4904000	1
4895000	4904000	1
4896000	4904000	1
4898000	4904000	7
4899000	4904000	4
4901000	4904000	5
4902000	4904000	8
4903000	4904000	37
4904000	4904000	39
4829000	4905000	1
4849000	4905000	1
4863000	4905000	1
4868000	4905000	1
4884000	4905000	1
4889000	4905000	2
4894000	4905000	1
4895000	4905000	1
4896000	4905000	2
4897000	4905000	2
4898000	4905000	1
4899000	4905000	2
4900000	4905000	1
4902000	4905000	5
4903000	4905000	11
4904000	4905000	28
4905000	4905000	21
4803000	4906000	1
4805000	4906000	1
4820000	4906000	1
4824000	4906000	2
4830000	4906000	1
4831000	4906000	1
4837000	4906000	1
4853000	4906000	1
4855000	4906000	2
4875000	4906000	1
4879000	4906000	1
4883000	4906000	1
4884000	4906000	1
4885000	4906000	1
4888000	4906000	1
4893000	4906000	1
4894000	4906000	2
4895000	4906000	2
4896000	4906000	1
4897000	4906000	4
4898000	4906000	9
4899000	4906000	3
4901000	4906000	2
4902000	4906000	6
4903000	4906000	12
4904000	4906000	23
4905000	4906000	50
4906000	4906000	73
4825000	4907000	1
4826000	4907000	1
4830000	4907000	1
4842000	4907000	1
4850000	4907000	1
4854000	4907000	1
4871000	4907000	1
4873000	4907000	1
4876000	4907000	1
4877000	4907000	1
4880000	4907000	1
4885000	4907000	1
4889000	4907000	1
4896000	4907000	1
4898000	4907000	1
4899000	4907000	4
4901000	4907000	1
4903000	4907000	4
4904000	4907000	4
4905000	4907000	13
4906000	4907000	36
4907000	4907000	34
4803000	4908000	1
4814000	4908000	1
4820000	4908000	1
4826000	4908000	1
4827000	4908000	1
4830000	4908000	1
4831000	4908000	2
4842000	4908000	1
4871000	4908000	1
4880000	4908000	1
4882000	4908000	1
4885000	4908000	1
4887000	4908000	1
4897000	4908000	1
4898000	4908000	2
4899000	4908000	5
4900000	4908000	2
4902000	4908000	2
4903000	4908000	3
4904000	4908000	4
4905000	4908000	7
4906000	4908000	23
4907000	4908000	42
4908000	4908000	37
4868000	4909000	2
4872000	4909000	1
4879000	4909000	1
4896000	4909000	1
4898000	4909000	1
4899000	4909000	3
4901000	4909000	2
4902000	4909000	2
4903000	4909000	1
4904000	4909000	1
4905000	4909000	4
4906000	4909000	10
4907000	4909000	8
4908000	4909000	18
4909000	4909000	22
4803000	4910000	1
4821000	4910000	1
4899000	4910000	1
4903000	4910000	2
4904000	4910000	2
4906000	4910000	2
4907000	4910000	3
4908000	4910000	6
4909000	4910000	18
4910000	4910000	22
4838000	4911000	1
4853000	4911000	1
4868000	4911000	2
4869000	4911000	1
4877000	4911000	1
4894000	4911000	1
4898000	4911000	1
4899000	4911000	1
4901000	4911000	1
4902000	4911000	1
4904000	4911000	7
4905000	4911000	2
4906000	4911000	4
4907000	4911000	4
4908000	4911000	7
4909000	4911000	3
4910000	4911000	30
4911000	4911000	27
4837000	4912000	1
4867000	4912000	1
4903000	4912000	1
4904000	4912000	1
4906000	4912000	2
4908000	4912000	1
4910000	4912000	3
4911000	4912000	13
4912000	4912000	22
4835000	4913000	1
4867000	4913000	1
4870000	4913000	1
4897000	4913000	1
4899000	4913000	1
4906000	4913000	1
4907000	4913000	1
4908000	4913000	2
4910000	4913000	1
4911000	4913000	1
4912000	4913000	1
4913000	4913000	12
4856000	4914000	1
4868000	4914000	2
4869000	4914000	1
4881000	4914000	1
4882000	4914000	1
4888000	4914000	1
4897000	4914000	1
4904000	4914000	1
4905000	4914000	1
4906000	4914000	1
4908000	4914000	1
4909000	4914000	2
4910000	4914000	4
4911000	4914000	2
4912000	4914000	4
4913000	4914000	6
4914000	4914000	39
4892000	4915000	1
4899000	4915000	2
4907000	4915000	1
4911000	4915000	1
4913000	4915000	1
4914000	4915000	8
4915000	4915000	13
4814000	4916000	1
4868000	4916000	2
4897000	4916000	1
4899000	4916000	2
4900000	4916000	1
4903000	4916000	1
4906000	4916000	2
4907000	4916000	1
4911000	4916000	3
4912000	4916000	1
4913000	4916000	1
4914000	4916000	1
4915000	4916000	13
4916000	4916000	7
4873000	4922000	1
4885000	4922000	1
4892000	4922000	1
4910000	4922000	1
4915000	4922000	1
4922000	4922000	7
4831000	4923000	1
4868000	4923000	2
4871000	4923000	1
4882000	4923000	1
4884000	4923000	1
4885000	4923000	1
4898000	4923000	1
4904000	4923000	5
4906000	4923000	1
4908000	4923000	1
4909000	4923000	1
4911000	4923000	1
4916000	4923000	1
4922000	4923000	12
4923000	4923000	32
4850000	4924000	1
4867000	4924000	1
4894000	4924000	1
4898000	4924000	2
4914000	4924000	1
4922000	4924000	3
4923000	4924000	9
4924000	4924000	19
4868000	4925000	1
4871000	4925000	1
4877000	4925000	1
4883000	4925000	1
4898000	4925000	1
4899000	4925000	1
4901000	4925000	1
4902000	4925000	1
4905000	4925000	1
4908000	4925000	1
4910000	4925000	1
4915000	4925000	2
4922000	4925000	4
4923000	4925000	5
4924000	4925000	19
4925000	4925000	35
4807000	4926000	1
4817000	4926000	1
4870000	4926000	1
4897000	4926000	1
4902000	4926000	1
4904000	4926000	2
4912000	4926000	1
4922000	4926000	2
4923000	4926000	10
4924000	4926000	9
4925000	4926000	17
4926000	4926000	41
4819000	4927000	1
4835000	4927000	1
4895000	4927000	1
4916000	4927000	1
4922000	4927000	1
4923000	4927000	1
4924000	4927000	1
4925000	4927000	7
4926000	4927000	15
4927000	4927000	22
4827000	4928000	1
4834000	4928000	1
4843000	4928000	1
4849000	4928000	1
4851000	4928000	1
4885000	4928000	1
4905000	4928000	1
4906000	4928000	3
4922000	4928000	1
4925000	4928000	1
4926000	4928000	5
4927000	4928000	18
4928000	4928000	36
4831000	4929000	2
4840000	4929000	1
4861000	4929000	1
4865000	4929000	1
4869000	4929000	1
4873000	4929000	1
4898000	4929000	1
4899000	4929000	1
4909000	4929000	2
4914000	4929000	1
4922000	4929000	1
4923000	4929000	2
4925000	4929000	2
4926000	4929000	1
4927000	4929000	5
4928000	4929000	19
4929000	4929000	33
4814000	4930000	1
4825000	4930000	2
4826000	4930000	2
4827000	4930000	1
4828000	4930000	1
4855000	4930000	1
4867000	4930000	1
4892000	4930000	1
4899000	4930000	4
4906000	4930000	1
4912000	4930000	1
4915000	4930000	1
4924000	4930000	1
4925000	4930000	3
4927000	4930000	4
4928000	4930000	13
4929000	4930000	28
4930000	4930000	33
4824000	4931000	2
4831000	4931000	2
4834000	4931000	1
4837000	4931000	1
4853000	4931000	1
4868000	4931000	2
4873000	4931000	1
4878000	4931000	1
4882000	4931000	1
4902000	4931000	1
4922000	4931000	1
4923000	4931000	1
4924000	4931000	1
4925000	4931000	1
4926000	4931000	2
4928000	4931000	3
4929000	4931000	9
4930000	4931000	21
4931000	4931000	26
4825000	4932000	1
4826000	4932000	1
4869000	4932000	1
4889000	4932000	1
4890000	4932000	1
4906000	4932000	1
4923000	4932000	3
4924000	4932000	1
4925000	4932000	1
4928000	4932000	2
4929000	4932000	8
4930000	4932000	14
4931000	4932000	15
4932000	4932000	25
4899000	4933000	1
4930000	4933000	1
4931000	4933000	5
4932000	4933000	18
4933000	4933000	18
4815000	4934000	2
4834000	4934000	2
4851000	4934000	1
4868000	4934000	1
4899000	4934000	1
4904000	4934000	2
4923000	4934000	1
4924000	4934000	1
4926000	4934000	1
4928000	4934000	6
4929000	4934000	1
4930000	4934000	2
4931000	4934000	3
4932000	4934000	3
4933000	4934000	10
4934000	4934000	43
4826000	4935000	1
4835000	4935000	2
4868000	4935000	1
4871000	4935000	1
4880000	4935000	1
4906000	4935000	1
4907000	4935000	1
4908000	4935000	1
4923000	4935000	1
4928000	4935000	1
4929000	4935000	3
4930000	4935000	4
4932000	4935000	4
4933000	4935000	3
4934000	4935000	21
4935000	4935000	48
4804000	4936000	1
4832000	4936000	1
4868000	4936000	1
4894000	4936000	1
4905000	4936000	1
4909000	4936000	1
4911000	4936000	3
4922000	4936000	2
4923000	4936000	2
4930000	4936000	2
4931000	4936000	1
4932000	4936000	3
4933000	4936000	1
4934000	4936000	4
4935000	4936000	23
4936000	4936000	35
4819000	4937000	1
4824000	4937000	1
4827000	4937000	1
4837000	4937000	1
4838000	4937000	1
4840000	4937000	1
4868000	4937000	2
4889000	4937000	1
4892000	4937000	1
4898000	4937000	2
4899000	4937000	2
4905000	4937000	1
4911000	4937000	1
4923000	4937000	1
4924000	4937000	1
4925000	4937000	2
4926000	4937000	2
4927000	4937000	2
4930000	4937000	3
4931000	4937000	1
4932000	4937000	3
4933000	4937000	2
4934000	4937000	6
4935000	4937000	12
4936000	4937000	44
4937000	4937000	59
4825000	4938000	1
4828000	4938000	1
4831000	4938000	1
4849000	4938000	2
4867000	4938000	1
4883000	4938000	1
4904000	4938000	1
4908000	4938000	1
4926000	4938000	2
4928000	4938000	1
4929000	4938000	1
4930000	4938000	1
4932000	4938000	1
4934000	4938000	3
4935000	4938000	1
4936000	4938000	10
4937000	4938000	43
4938000	4938000	30
4819000	4939000	1
4829000	4939000	3
4846000	4939000	1
4867000	4939000	1
4868000	4939000	2
4908000	4939000	1
4929000	4939000	1
4932000	4939000	1
4933000	4939000	1
4935000	4939000	2
4936000	4939000	3
4937000	4939000	7
4938000	4939000	23
4939000	4939000	10
4825000	4940000	1
4898000	4940000	2
4923000	4940000	2
4924000	4940000	1
4926000	4940000	2
4928000	4940000	1
4931000	4940000	1
4933000	4940000	1
4935000	4940000	1
4937000	4940000	4
4938000	4940000	1
4939000	4940000	6
4940000	4940000	21
4804000	4941000	1
4827000	4941000	1
4835000	4941000	1
4860000	4941000	1
4882000	4941000	1
4906000	4941000	1
4910000	4941000	1
4928000	4941000	1
4931000	4941000	2
4934000	4941000	1
4937000	4941000	4
4938000	4941000	2
4940000	4941000	15
4941000	4941000	32
4810000	4942000	1
4819000	4942000	1
4825000	4942000	1
4828000	4942000	1
4875000	4942000	1
4880000	4942000	1
4893000	4942000	1
4898000	4942000	1
4910000	4942000	2
4912000	4942000	1
4915000	4942000	1
4924000	4942000	1
4928000	4942000	1
4929000	4942000	1
4932000	4942000	1
4934000	4942000	1
4935000	4942000	1
4936000	4942000	2
4937000	4942000	7
4938000	4942000	5
4939000	4942000	3
4940000	4942000	12
4941000	4942000	21
4942000	4942000	56
4814000	4943000	1
4849000	4943000	1
4857000	4943000	1
4867000	4943000	1
4868000	4943000	2
4876000	4943000	2
4888000	4943000	1
4889000	4943000	1
4893000	4943000	1
4909000	4943000	1
4912000	4943000	1
4924000	4943000	1
4925000	4943000	1
4926000	4943000	1
4930000	4943000	1
4931000	4943000	2
4932000	4943000	1
4933000	4943000	2
4936000	4943000	1
4937000	4943000	2
4938000	4943000	4
4939000	4943000	2
4940000	4943000	3
4941000	4943000	9
4942000	4943000	36
4943000	4943000	41
4841000	4944000	1
4867000	4944000	1
4868000	4944000	2
4878000	4944000	1
4930000	4944000	1
4932000	4944000	1
4935000	4944000	2
4936000	4944000	1
4938000	4944000	2
4940000	4944000	6
4941000	4944000	6
4942000	4944000	13
4943000	4944000	46
4944000	4944000	48
4814000	4945000	1
4818000	4945000	1
4826000	4945000	1
4830000	4945000	1
4833000	4945000	1
4834000	4945000	1
4871000	4945000	1
4878000	4945000	2
4881000	4945000	1
4899000	4945000	1
4901000	4945000	1
4933000	4945000	1
4935000	4945000	1
4937000	4945000	1
4938000	4945000	3
4941000	4945000	1
4942000	4945000	5
4943000	4945000	16
4944000	4945000	22
4945000	4945000	14
4843000	4946000	2
4868000	4946000	1
4882000	4946000	1
4894000	4946000	1
4905000	4946000	1
4912000	4946000	1
4927000	4946000	1
4934000	4946000	2
4941000	4946000	1
4942000	4946000	3
4944000	4946000	16
4945000	4946000	24
4946000	4946000	39
4834000	4947000	1
4856000	4947000	2
4869000	4947000	1
4924000	4947000	1
4930000	4947000	1
4934000	4947000	1
4940000	4947000	1
4943000	4947000	3
4944000	4947000	6
4945000	4947000	6
4946000	4947000	18
4947000	4947000	39
4825000	4948000	2
4834000	4948000	1
4896000	4948000	1
4899000	4948000	1
4907000	4948000	1
4910000	4948000	1
4936000	4948000	1
4937000	4948000	2
4938000	4948000	2
4941000	4948000	1
4942000	4948000	2
4943000	4948000	7
4944000	4948000	6
4945000	4948000	2
4946000	4948000	6
4947000	4948000	25
4948000	4948000	22
4840000	4949000	1
4926000	4949000	1
4927000	4949000	1
4932000	4949000	1
4933000	4949000	1
4935000	4949000	1
4936000	4949000	1
4937000	4949000	2
4938000	4949000	3
4939000	4949000	1
4941000	4949000	3
4942000	4949000	2
4943000	4949000	10
4944000	4949000	3
4946000	4949000	3
4947000	4949000	13
4948000	4949000	29
4949000	4949000	63
4803000	4950000	1
4818000	4950000	1
4824000	4950000	1
4826000	4950000	1
4854000	4950000	1
4868000	4950000	2
4869000	4950000	1
4888000	4950000	1
4914000	4950000	2
4929000	4950000	2
4934000	4950000	1
4935000	4950000	2
4938000	4950000	2
4940000	4950000	2
4941000	4950000	1
4944000	4950000	1
4945000	4950000	4
4946000	4950000	2
4947000	4950000	2
4948000	4950000	6
4949000	4950000	29
4950000	4950000	37
4882000	4951000	1
4911000	4951000	1
4925000	4951000	2
4935000	4951000	1
4937000	4951000	1
4942000	4951000	1
4944000	4951000	3
4945000	4951000	1
4946000	4951000	8
4947000	4951000	1
4948000	4951000	1
4949000	4951000	13
4950000	4951000	17
4951000	4951000	10
4843000	4952000	1
4884000	4952000	1
4911000	4952000	1
4936000	4952000	1
4940000	4952000	2
4941000	4952000	1
4943000	4952000	1
4948000	4952000	2
4949000	4952000	4
4950000	4952000	1
4951000	4952000	6
4952000	4952000	22
4806000	4953000	1
4814000	4953000	1
4819000	4953000	1
4833000	4953000	1
4865000	4953000	1
4885000	4953000	1
4903000	4953000	1
4905000	4953000	1
4907000	4953000	1
4914000	4953000	1
4941000	4953000	2
4942000	4953000	1
4943000	4953000	3
4944000	4953000	1
4946000	4953000	1
4947000	4953000	1
4948000	4953000	1
4949000	4953000	1
4950000	4953000	5
4951000	4953000	2
4952000	4953000	13
4953000	4953000	35
4805000	4954000	1
4823000	4954000	2
4825000	4954000	2
4884000	4954000	1
4896000	4954000	1
4923000	4954000	1
4937000	4954000	1
4946000	4954000	1
4947000	4954000	1
4948000	4954000	1
4949000	4954000	2
4950000	4954000	3
4951000	4954000	2
4952000	4954000	2
4953000	4954000	19
4954000	4954000	34
4843000	4955000	1
4860000	4955000	1
4869000	4955000	2
4890000	4955000	1
4892000	4955000	1
4904000	4955000	1
4931000	4955000	1
4934000	4955000	1
4935000	4955000	1
4943000	4955000	1
4946000	4955000	1
4949000	4955000	1
4950000	4955000	4
4951000	4955000	1
4952000	4955000	1
4953000	4955000	10
4954000	4955000	17
4955000	4955000	19
4819000	4956000	1
4907000	4956000	1
4942000	4956000	1
4944000	4956000	1
4949000	4956000	4
4950000	4956000	1
4953000	4956000	3
4954000	4956000	9
4955000	4956000	9
4956000	4956000	20
4853000	4957000	2
4888000	4957000	1
4889000	4957000	1
4898000	4957000	1
4948000	4957000	3
4951000	4957000	3
4952000	4957000	1
4953000	4957000	3
4954000	4957000	5
4955000	4957000	2
4956000	4957000	22
4957000	4957000	14
4816000	4958000	1
4841000	4958000	1
4853000	4958000	2
4866000	4958000	1
4868000	4958000	1
4930000	4958000	1
4934000	4958000	1
4936000	4958000	1
4938000	4958000	1
4941000	4958000	1
4947000	4958000	2
4950000	4958000	2
4952000	4958000	2
4953000	4958000	1
4954000	4958000	1
4956000	4958000	4
4957000	4958000	13
4958000	4958000	23
4820000	4959000	1
4825000	4959000	1
4828000	4959000	1
4832000	4959000	1
4836000	4959000	1
4896000	4959000	1
4937000	4959000	1
4941000	4959000	2
4943000	4959000	1
4949000	4959000	1
4951000	4959000	1
4953000	4959000	1
4954000	4959000	2
4955000	4959000	1
4956000	4959000	1
4957000	4959000	1
4958000	4959000	9
4959000	4959000	18
4825000	4960000	2
4841000	4960000	1
4853000	4960000	1
4868000	4960000	1
4889000	4960000	1
4903000	4960000	1
4905000	4960000	2
4952000	4960000	1
4953000	4960000	1
4956000	4960000	1
4957000	4960000	1
4958000	4960000	5
4959000	4960000	8
4960000	4960000	15
4818000	4961000	2
4825000	4961000	2
4868000	4961000	1
4870000	4961000	1
4908000	4961000	1
4910000	4961000	1
4923000	4961000	1
4937000	4961000	1
4943000	4961000	3
4944000	4961000	1
4947000	4961000	1
4956000	4961000	1
4957000	4961000	1
4958000	4961000	2
4959000	4961000	1
4960000	4961000	14
4961000	4961000	19
4819000	4962000	1
4824000	4962000	1
4848000	4962000	1
4850000	4962000	1
4869000	4962000	1
4887000	4962000	2
4898000	4962000	1
4929000	4962000	1
4942000	4962000	1
4951000	4962000	1
4952000	4962000	2
4956000	4962000	2
4958000	4962000	3
4959000	4962000	3
4960000	4962000	5
4961000	4962000	15
4962000	4962000	21
4814000	4963000	1
4827000	4963000	1
4828000	4963000	1
4834000	4963000	2
4869000	4963000	1
4870000	4963000	1
4871000	4963000	1
4875000	4963000	1
4882000	4963000	1
4886000	4963000	1
4898000	4963000	1
4923000	4963000	1
4931000	4963000	2
4935000	4963000	1
4941000	4963000	1
4946000	4963000	1
4949000	4963000	1
4952000	4963000	1
4953000	4963000	1
4958000	4963000	1
4959000	4963000	4
4960000	4963000	4
4961000	4963000	10
4962000	4963000	15
4963000	4963000	23
4815000	4964000	1
4845000	4964000	1
4853000	4964000	2
4867000	4964000	1
4885000	4964000	1
4893000	4964000	1
4932000	4964000	3
4947000	4964000	1
4951000	4964000	3
4954000	4964000	1
4957000	4964000	2
4958000	4964000	1
4959000	4964000	1
4961000	4964000	3
4962000	4964000	6
4963000	4964000	15
4964000	4964000	35
4822000	4965000	1
4825000	4965000	1
4846000	4965000	4
4880000	4965000	1
4894000	4965000	1
4899000	4965000	1
4900000	4965000	1
4939000	4965000	1
4942000	4965000	1
4956000	4965000	1
4957000	4965000	1
4958000	4965000	3
4959000	4965000	2
4960000	4965000	1
4961000	4965000	2
4962000	4965000	1
4963000	4965000	6
4964000	4965000	20
4965000	4965000	15
4849000	4966000	1
4869000	4966000	1
4900000	4966000	1
4950000	4966000	1
4954000	4966000	1
4959000	4966000	3
4962000	4966000	1
4963000	4966000	1
4964000	4966000	9
4965000	4966000	6
4966000	4966000	2
4814000	4968000	1
4938000	4968000	1
4845000	4969000	1
4850000	4969000	1
4929000	4969000	1
4969000	4969000	1
4816000	4970000	1
4858000	4970000	1
4966000	4970000	1
4828000	4971000	1
4864000	4971000	1
4869000	4971000	1
4954000	4971000	1
4956000	4971000	1
4971000	4971000	1
4804000	4972000	1
4809000	4972000	1
4812000	4972000	1
4817000	4972000	1
4827000	4972000	1
4829000	4972000	1
4866000	4972000	1
4868000	4972000	1
4869000	4972000	2
4875000	4972000	1
4876000	4972000	1
4877000	4972000	1
4883000	4972000	1
4886000	4972000	1
4902000	4972000	1
4947000	4972000	1
4948000	4972000	1
4950000	4972000	1
4957000	4972000	1
4960000	4972000	1
4961000	4972000	1
4964000	4972000	2
4965000	4972000	1
4968000	4972000	2
4971000	4972000	5
4972000	4972000	36
4810000	4973000	1
4814000	4973000	2
4819000	4973000	1
4822000	4973000	1
4825000	4973000	1
4834000	4973000	1
4837000	4973000	1
4839000	4973000	1
4847000	4973000	1
4850000	4973000	1
4856000	4973000	1
4867000	4973000	1
4868000	4973000	2
4874000	4973000	1
4880000	4973000	1
4905000	4973000	2
4906000	4973000	1
4930000	4973000	1
4937000	4973000	1
4938000	4973000	1
4943000	4973000	1
4946000	4973000	1
4959000	4973000	1
4963000	4973000	1
4964000	4973000	1
4966000	4973000	1
4971000	4973000	1
4972000	4973000	22
4973000	4973000	29
4804000	4974000	1
4815000	4974000	2
4819000	4974000	2
4822000	4974000	1
4830000	4974000	2
4832000	4974000	3
4835000	4974000	1
4841000	4974000	1
4849000	4974000	3
4866000	4974000	3
4867000	4974000	1
4868000	4974000	4
4869000	4974000	1
4879000	4974000	1
4891000	4974000	1
4903000	4974000	1
4907000	4974000	1
4930000	4974000	1
4941000	4974000	2
4942000	4974000	1
4943000	4974000	1
4949000	4974000	1
4953000	4974000	1
4960000	4974000	1
4961000	4974000	2
4963000	4974000	1
4964000	4974000	2
4966000	4974000	4
4971000	4974000	1
4972000	4974000	16
4973000	4974000	39
4974000	4974000	54
4804000	4975000	1
4808000	4975000	1
4815000	4975000	1
4825000	4975000	1
4826000	4975000	2
4829000	4975000	2
4830000	4975000	1
4832000	4975000	1
4835000	4975000	1
4852000	4975000	5
4853000	4975000	1
4857000	4975000	1
4866000	4975000	1
4869000	4975000	2
4874000	4975000	1
4875000	4975000	2
4878000	4975000	1
4879000	4975000	1
4886000	4975000	1
4888000	4975000	1
4890000	4975000	1
4897000	4975000	1
4898000	4975000	1
4909000	4975000	1
4924000	4975000	1
4938000	4975000	1
4947000	4975000	2
4950000	4975000	2
